movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
Ben-Hur ,Adventure|Drama|History,2016,6,Morgan Freeman,Ayelet Zurer,Moises Arias,English,USA
A Man for All Seasons ,Biography|Drama|History,1966,7.9,Robert Shaw,Susannah York,Paul Scofield,English,UK
Network ,Drama|Romance,1976,8.1,Robert Duvall,Faye Dunaway,William Holden,English,USA
Gone with the Wind ,Drama|History|Romance|War,1939,8.2,Hattie McDaniel,George Reeves,Thomas Mitchell,English,USA
Desert Dancer ,Biography|Drama,2014,6,Tom Cullen,Reece Ritchie,Marama Corlett,English,UK
Major Dundee ,Adventure|War|Western,1965,6.8,James Coburn,Slim Pickens,Warren Oates,English,USA
Down for Life ,Drama,2009,7.3,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,English,USA
Annie Get Your Gun ,Biography|Comedy|Musical|Romance|Western,1950,7,Keenan Wynn,Howard Keel,Betty Hutton,English,USA
Four Lions ,Comedy|Crime|Drama,2010,7.3,Kayvan Novak,Riz Ahmed,Alex Macqueen,English,UK
House of Sand ,Drama,2005,7.5,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Portuguese,Brazil
Defendor ,Comedy|Crime|Drama,2009,6.8,Michael Kelly,Tony Nappo,Charlotte Sullivan,English,Canada
The Pirate ,Adventure|Comedy|Musical|Romance,1948,7.1,Gladys Cooper,Reginald Owen,Ellen Ross,English,USA
The Good Heart ,Drama,2009,6.9,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,English,Iceland
The History Boys ,Comedy|Drama,2006,6.9,Dominic Cooper,Russell Tovey,James Corden,English,UK
Unknown ,Action|Mystery|Thriller,2011,6.9,Liam Neeson,Frank Langella,Aidan Quinn,English,UK
M*A*S*H             ,Comedy|Drama|War,,8.4,David Ogden Stiers,Jamie Farr,Mike Farrell,English,USA
Midnight Cowboy ,Drama,1969,7.9,Brenda Vaccaro,Barnard Hughes,John McGiver,English,USA
The Full Monty ,Comedy|Drama|Music,1997,7.2,Tom Wilkinson,Mark Addy,Lesley Sharp,English,UK
Airplane! ,Comedy,1980,7.8,Peter Graves,Lloyd Bridges,Barbara Billingsley,English,USA
Chain of Command ,Action|Thriller,2015,3.5,Michael Jai White,Max Ryan,Jon Osbeck,English,USA
Friday ,Comedy|Drama,1995,7.3,Nia Long,John Witherspoon,Tony Cox,English,USA
Menace II Society ,Crime|Drama|Thriller,1993,7.5,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,English,USA
Empire             ,Drama|Music,,7.8,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,English,USA
Creepshow 2 ,Comedy|Fantasy|Horror|Thriller,1987,6,George Kennedy,Holt McCallany,Dorothy Lamour,English,USA
The Ballad of Cable Hogue ,Comedy|Drama|Romance|Western,1970,7.3,Slim Pickens,Jason Robards,L.Q. Jones,English,USA
In Cold Blood ,Biography|Crime|Drama|History,1967,8,John Forsythe,Robert Blake,Will Geer,English,USA
The Nun's Story ,Drama,1959,7.6,Colleen Dewhurst,Peter Finch,Beatrice Straight,English,USA
Harper ,Action|Crime|Drama|Mystery|Thriller,1966,7,Janet Leigh,Robert Wagner,Shelley Winters,English,USA
Frenzy ,Thriller,1972,7.5,Bernard Cribbins,Jean Marsh,Clive Swift,English,UK
The Witch ,Horror|Mystery,2015,6.8,Julian Richings,Kate Dickie,Ralph Ineson,English,USA
I Got the Hook Up ,Comedy,1998,3.9,Joe Estevez,Master P,Anthony Johnson,English,USA
She's the One ,Comedy|Drama|Romance,1996,6.1,John Mahoney,Frank Vincent,Michael McGlone,English,USA
Gods and Monsters ,Biography|Drama,1998,7.5,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,English,USA
The Secret in Their Eyes ,Drama|Mystery|Thriller,2009,8.2,Ricardo Darín,Soledad Villamil,Guillermo Francella,Spanish,Argentina
Day of the Dead ,Horror,1985,7.2,Greg Nicotero,John Amplas,Joseph Pilato,English,USA
Train ,Horror|Thriller,2008,4.8,Gideon Emery,Gloria Votsis,Derek Magyar,English,USA
Evil Dead II ,Comedy|Fantasy|Horror|Thriller,1987,7.8,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,English,USA
Pootie Tang ,Action|Adventure|Comedy|Musical,2001,5.2,Wanda Sykes,J.B. Smoove,Robert Vaughn,English,USA
Sharknado ,Horror,2013,3.3,Ian Ziering,John Heard,Cassandra Scerbo,English,USA
La otra conquista ,Drama|History,1998,6.8,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Spanish,Mexico
Trollhunter ,Comedy|Drama|Fantasy|Horror,2010,7,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Norwegian,Norway
Ira & Abby ,Comedy|Romance,2006,6.5,Frances Conroy,Fred Willard,Kevin Sussman,English,USA
The Watch ,Action|Comedy|Sci-Fi,2012,5.7,Will Forte,Nicholas Braun,Rosemarie DeWitt,English,USA
Winter Passing ,Comedy|Drama,2005,6.4,Zooey Deschanel,Will Ferrell,Dallas Roberts,English,USA
D.E.B.S. ,Action|Comedy|Romance,2004,5.3,Jordana Brewster,Geoff Stults,Scoot McNairy,English,USA
The Masked Saint ,Action|Biography|Crime|Drama|Family|Fantasy,2016,4.7,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,English,Canada
The Betrayed ,Crime|Drama|Mystery|Thriller,2008,6.1,Alice Krige,Christian Campbell,Blaine Anderson,English,USA
Taxman ,Action|Comedy|Crime|Thriller,1998,5.5,Fisher Stevens,Elizabeth Berkley,Robert Townsend,English,USA
The Secret             ,Drama|Thriller,,7.3,James Nesbitt,Ash Cook,Genevieve O'Reilly,English,UK
2:13 ,Horror|Thriller,2009,4.8,Teri Polo,Kevin Pollak,Jere Burns,English,USA
"Batman: The Dark Knight Returns, Part 2 ",Action|Animation|Crime|Sci-Fi|Thriller,2013,8.4,Michael Emerson,Mark Valley,Grey Griffin,English,USA
Time to Choose ,Documentary,2015,7,Jane Goodall,Jerry Brown,Peter Agnefjall,English,USA
In the Name of the King: The Last Job ,Action|Adventure|Fantasy|Thriller,2014,3.3,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,English,Canada
Wicked Blood ,Action|Crime|Drama|Thriller,2014,5.4,Alexa PenaVega,Jake Busey,Lew Temple,English,USA
Dawn Patrol ,Drama|Thriller,2014,4.8,Chris Brochu,Jeff Fahey,Rita Wilson,English,
Lords of London ,Crime|Mystery|Thriller,2014,3.1,Ray Winstone,Joe Egan,Glen Murphy,English,UK
High Anxiety ,Comedy,1977,6.7,Madeline Kahn,Harvey Korman,Dick Van Patten,English,USA
March of the Penguins ,Documentary,2005,7.6,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,French,France
Margin Call ,Biography|Drama|Thriller,2011,7.1,Kevin Spacey,Demi Moore,Ashley Williams,English,USA
August ,Drama|Romance,2011,6.1,Murray Bartlett,Adrian Gonzalez,Edward Conna,English,USA
Choke ,Comedy|Drama,2008,6.5,Anjelica Huston,Matt Gerald,Jonah Bobo,English,USA
Whiplash ,Drama|Music,2014,8.5,J.K. Simmons,Melissa Benoist,Chris Mulkey,English,USA
City of God ,Crime|Drama,2002,8.7,Alice Braga,Seu Jorge,Alexandre Rodrigues,Portuguese,Brazil
Human Traffic ,Comedy|Music,1999,7.1,Danny Dyer,John Simm,Shaun Parkes,English,UK
Day One ,Biography|Drama|Music,2012,6.6,Corbin Bleu,Rus Blackwell,Luis Antonio,English,USA
The Dead Girl ,Crime|Drama|Mystery,2006,6.7,James Franco,Bruce Davison,Piper Laurie,English,USA
The Hunt ,Drama,2012,8.3,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Danish,Denmark
A Christmas Story ,Comedy|Family,1983,8.1,Zack Ward,Darren McGavin,Scott Schwartz,English,USA
Bella ,Drama|Romance,2006,7.4,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,English,USA
Class of 1984 ,Action|Crime|Drama|Thriller,1982,6.6,Roddy McDowall,Perry King,Timothy Van Patten,English,Canada
The Opposite Sex ,Comedy,2014,4.5,Geoff Stults,Kenan Thompson,Josh Hopkins,English,USA
Dreaming of Joseph Lees ,Drama|Romance,1999,6.4,Samantha Morton,Rupert Graves,Miriam Margolyes,English,USA
The Class ,Drama,2008,7.5,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,French,France
Rosemary's Baby ,Drama|Horror,1968,8,John Cassavetes,Mia Farrow,Charles Grodin,English,USA
The Man Who Shot Liberty Valance ,Drama|Western,1962,8.1,Lee Marvin,Woody Strode,Vera Miles,English,USA
Adam ,Drama|Romance,2009,7.2,Peter Gallagher,Terry Walters,Amy Irving,English,USA
Maria Full of Grace ,Crime|Drama,2004,7.5,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Spanish,Colombia
Beginners ,Comedy|Drama|Romance,2010,7.2,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,English,USA
Feast ,Action|Comedy|Horror|Thriller,2005,6.4,Krista Allen,Eric Dane,Henry Rollins,English,USA
Animal House ,Comedy,1978,7.6,John Belushi,Karen Allen,Tim Matheson,English,USA
Goldfinger ,Action|Adventure|Thriller,1964,7.8,Honor Blackman,Gert Fröbe,Lois Maxwell,English,UK
Antiviral ,Horror|Sci-Fi|Thriller,2012,5.7,Sarah Gadon,Douglas Smith,Caleb Landry Jones,English,Canada
It's a Wonderful Life ,Drama|Family|Fantasy|Romance,1946,8.6,Donna Reed,Lionel Barrymore,Thomas Mitchell,English,USA
Trainspotting ,Drama,1996,8.2,Kelly Macdonald,Shirley Henderson,Ewen Bremner,English,UK
The Original Kings of Comedy ,Comedy|Documentary,2000,6.6,Bernie Mac,Cedric the Entertainer,Steve Harvey,English,USA
Paranormal Activity 2 ,Horror,2010,5.7,Sprague Grayden,Molly Ephraim,Micah Sloat,English,USA
Waking Ned Devine ,Comedy,1998,7.4,James Nesbitt,David Kelly,Fionnula Flanagan,English,UK
Bowling for Columbine ,Crime|Documentary|Drama,2002,8,Michael Moore,Dick Clark,Bill Clinton,English,Germany
Coming Home ,Drama,2014,7.3,Li Gong,Daoming Chen,Ni Yan,Mandarin,China
A Nightmare on Elm Street 2: Freddy's Revenge ,Fantasy|Horror,1985,5.4,Clu Gulager,Robert Rusler,Marshall Bell,English,USA
A Room with a View ,Drama|Romance,1985,7.4,Julian Sands,Rupert Graves,Denholm Elliott,English,UK
The Purge ,Horror|Sci-Fi|Thriller,2013,5.7,Rhys Wakefield,Adelaide Kane,Chris Mulkey,English,USA
Sinister ,Horror|Mystery,2012,6.8,Danielle Kotch,Victoria Leigh,James Ransone,English,USA
Martin Lawrence Live: Runteldat ,Biography|Comedy|Documentary,2002,5.4,Nancy O'Dell,Mikki Padilla,Dayna Devon,English,USA
Cat on a Hot Tin Roof ,Drama|Romance,1958,8.1,Burl Ives,Judith Anderson,Jack Carson,English,USA
Beneath the Planet of the Apes ,Action|Adventure|Sci-Fi,1970,6.1,Linda Harrison,Gregory Sierra,Victor Buono,English,USA
Air Bud ,Comedy|Drama|Family|Sport,1997,5.1,Kevin Zegers,Bill Cobbs,Michael Jeter,English,USA
Pokémon 3: The Movie ,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,2000,5.6,Veronica Taylor,Eric Stuart,Lisa Ortiz,Japanese,Japan
Jason Lives: Friday the 13th Part VI ,Horror|Thriller,1986,5.9,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,English,USA
The Bridge on the River Kwai ,Adventure|Drama|War,1957,8.2,William Holden,Sessue Hayakawa,Jack Hawkins,English,UK
Spaced Invaders ,Adventure|Comedy|Sci-Fi,1990,5.3,Ariana Richards,Royal Dano,Tonya Lee Williams,English,USA
Family Plot ,Comedy|Thriller,1976,6.8,Ed Lauter,Bruce Dern,William Devane,English,USA
The Apartment ,Comedy|Drama|Romance,1960,8.3,Fred MacMurray,Ray Walston,David White,English,USA
Jason Goes to Hell: The Final Friday ,Fantasy|Horror|Thriller,1993,4.3,Kane Hodder,Leslie Jordan,Erin Gray,English,USA
Torn Curtain ,Thriller,1966,6.7,Tamara Toumanova,Lila Kedrova,David Opatoshu,English,USA
Dave Chappelle's Block Party ,Comedy|Documentary|Music,2005,7.2,Common,Dave Chappelle,Lauryn Hill,English,USA
Slow West ,Western,2015,6.9,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,English,UK
Krush Groove ,Comedy|Drama|Music,1985,6.6,Blair Underwood,LisaGay Hamilton,Bobby Brown,English,USA
Next Day Air ,Action|Comedy|Crime,2009,5.9,Omari Hardwick,Donald Faison,Mike Epps,English,USA
Elmer Gantry ,Drama,1960,7.9,Shirley Jones,Jean Simmons,Edward Andrews,English,USA
Judgment at Nuremberg ,Drama|War,1961,8.3,Maximilian Schell,Montgomery Clift,Spencer Tracy,English,USA
Trippin' ,Comedy,1999,5.2,Donald Faison,Deon Richmond,Countess Vaughn,English,USA
Robot Chicken             ,Animation|Comedy,,7.8,Matthew Senreich,Seth Green,Breckin Meyer,English,USA
Red River ,Action|Adventure|Romance|Western,1948,7.8,Montgomery Clift,Walter Brennan,Harry Carey Jr.,English,USA
Phat Girlz ,Comedy,2006,3,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,English,USA
Before Midnight ,Drama|Romance,2013,7.9,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,English,USA
Teen Wolf Too ,Comedy|Fantasy,1987,3.2,John Astin,Robert Neary,Kim Darby,English,USA
Phantasm II ,Action|Fantasy|Horror|Sci-Fi|Thriller,1988,6.5,Angus Scrimm,A. Michael Baldwin,James Le Gros,English,USA
Woman Thou Art Loosed ,Drama,2004,6.9,Loretta Devine,Kimberly Elise,Clifton Powell,English,USA
Real Women Have Curves ,Comedy|Drama,2002,7,America Ferrera,Lupe Ontiveros,George Lopez,English,USA
Deadline Gallipoli             ,Drama|War,,7.4,Rachel Griffiths,Jessica De Gouw,Luke Ford,English,Australia
Water ,Drama|Romance,2005,7.8,John Abraham,Lisa Ray,Seema Biswas,Hindi,Canada
East Is East ,Comedy|Drama,1999,6.9,Archie Panjabi,Jimi Mistry,Om Puri,English,UK
Whipped ,Comedy|Romance,2000,4.4,Callie Thorne,Brian Van Holt,David Heyman,English,USA
Kama Sutra: A Tale of Love ,Crime|Drama|History|Romance,1996,6,Indira Varma,Sarita Choudhury,Rekha,English,USA
Please Give ,Comedy|Drama,2010,6.6,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,English,USA
Willy Wonka & the Chocolate Factory ,Family|Fantasy|Musical,1971,7.8,Peter Ostrum,Jack Albertson,Julie Dawn Cole,English,USA
Warlock: The Armageddon ,Fantasy|Horror,1993,5.3,Julian Sands,Zach Galligan,Paula Marshall,English,USA
8 Heads in a Duffel Bag ,Comedy|Crime,1997,5.3,Kristy Swanson,George Hamilton,Dyan Cannon,English,USA
Days of Heaven ,Drama|Romance,1978,8,Sam Shepard,Stuart Margolin,Richard Libertini,English,USA
Thirteen Conversations About One Thing ,Drama,2001,7.1,Matthew McConaughey,Rob McElhenney,Amy Irving,English,USA
Jawbreaker ,Comedy|Crime|Thriller,1999,5.4,Julie Benz,Judy Greer,Jeff Conaway,English,USA
Basquiat ,Biography|Drama,1996,6.9,Gary Oldman,Michael Wincott,Courtney Love,English,USA
Frances Ha ,Comedy|Drama|Romance,2012,7.4,Greta Gerwig,Grace Gummer,Vanessa Ray,English,USA
Tsotsi ,Crime|Drama,2005,7.3,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Zulu,UK
Happiness ,Comedy|Drama,1998,7.8,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,English,USA
DysFunktional Family ,Comedy|Documentary,2003,6.6,Eddie Griffin,Joe Howard,Robert Noble,English,USA
Tusk ,Comedy|Drama|Horror,2014,5.4,Johnny Depp,Haley Joel Osment,Michael Parks,English,USA
Oldboy ,Drama|Mystery|Thriller,2003,8.4,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Korean,South Korea
Letters to God ,Drama|Family,2010,6.3,Robyn Lively,Michael Bolten,Christopher Schmidt,English,USA
Hobo with a Shotgun ,Action|Comedy|Thriller,2011,6.1,Gregory Smith,Robb Wells,Molly Dunsworth,English,Canada
Compadres ,Action|Comedy,2016,5,Kevin Pollak,Héctor Jiménez,Erick Elias,English,Mexico
Freeway ,Comedy|Crime|Drama|Thriller,1996,6.9,Bokeem Woodbine,Dan Hedaya,Robert Peters,English,USA
Love's Abiding Joy ,Drama|Family|Western,2006,7.2,William Morgan Sheppard,Kevin Gage,Brianna Brown,,USA
Fish Tank ,Drama,2009,7.3,Michael Fassbender,Harry Treadaway,Jason Maza,English,UK
Damsels in Distress ,Comedy|Drama|Romance,2011,5.7,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,English,USA
Creature             ,Horror|Sci-Fi|Thriller,,5,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,English,USA
Bachelorette ,Comedy|Romance,2012,5.3,Kirsten Dunst,Adam Scott,Andrew Rannells,English,USA
BrainDead             ,Comedy|Drama|Horror|Sci-Fi|Thriller,,7.9,Danny Pino,Megan Hilty,Zach Grenier,English,USA
Brave New Girl ,Drama|Family|Music,2004,5,Virginia Madsen,Aaron Ashmore,Lindsey Haun,English,USA
Tim and Eric's Billion Dollar Movie ,Comedy,2012,5.3,Michael Gross,William Atherton,Bob Ross,English,USA
The Gambler ,Crime|Drama|Thriller,2014,6,George Kennedy,Cjon Saulsberry,Griffin Cleveland,English,USA
The Grand             ,Drama,,7.6,Susan Hampshire,Amanda Mealing,Tim Healy,English,UK
Summer Storm ,Comedy|Drama|Romance|Sport,2004,7.4,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,German,Germany
Fort McCoy ,Drama|History|War,2011,5.9,Johnny Pacar,Eric Stoltz,Brendan Fehr,English,USA
Chain Letter ,Horror|Thriller,2009,4.1,Matt Cohen,Betsy Russell,Noah Segan,English,USA
Just Looking ,Comedy|Drama,1999,6.7,Gretchen Mol,Patti LuPone,Peter Onorati,English,USA
The Divide ,Drama|Sci-Fi|Thriller,2011,5.8,Michael Biehn,Lauren German,Rosanna Arquette,English,Germany
The Eclipse ,Drama|Horror|Romance,2009,6.2,Aidan Quinn,Iben Hjejle,Jim Norton,English,Ireland
Demonic ,Horror|Thriller,2015,5.3,Frank Grillo,Scott Mechlowicz,Aaron Yoo,English,USA
My Big Fat Independent Movie ,Comedy,2005,3.3,Neil Hopkins,Darren Keefe Reiher,David Douglas,English,USA
Alice in Wonderland ,Adventure|Family|Fantasy,2010,6.5,Johnny Depp,Alan Rickman,Anne Hathaway,English,USA
The Deported ,Comedy,2009,6.2,Taylor Negron,Michael Rapaport,Talia Shire,English,USA
Tanner Hall ,Drama,2009,5.9,Tom Everett Scott,Amy Sedaris,Chris Kattan,English,USA
Open Road ,Action|Drama|Thriller,2013,5.5,John Savage,Kristi Clainos,Emily Nelson,English,Brazil
They Came Together ,Comedy,2014,5.5,Christopher Meloni,Amy Poehler,Jack McBrayer,English,USA
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,Comedy,2013,2.6,French Stewart,Ashley Martin,Olivia Alexander,English,USA
Never Back Down 2: The Beatdown ,Action|Drama|Sport,2011,5.8,Michael Jai White,Alex Meraz,Jillian Murray,English,USA
Point Blank ,Crime|Thriller,1967,7.4,Lee Marvin,Angie Dickinson,Carroll O'Connor,English,USA
Four Single Fathers ,Comedy,2009,5.1,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,Italian,Italy
Enter the Dangerous Mind ,Thriller,2013,5.2,Noel Gugliemi,David Bianchi,Jason Priestley,English,USA
Something Wicked ,Drama|Horror|Mystery|Thriller,2014,4.8,Julian Morris,Shantel VanSanten,John Robinson,English,USA
AWOL-72 ,Thriller,2015,3.9,Bokeem Woodbine,Brooke Newton,Brett Wagner,English,USA
Iguana ,Adventure|Crime|Drama,1988,6.2,Everett McGill,Jack Taylor,Fabio Testi,English,Italy
Cinderella ,Drama|Family|Fantasy|Romance,2015,7,Hayley Atwell,Derek Jacobi,Lily James,English,USA
Chicago Overcoat ,Action|Adventure|Crime|Drama,2009,6.2,Mike Starr,Stacy Keach,Frank Vincent,English,USA
Barry Munday ,Comedy|Drama|Romance,2010,5.9,Judy Greer,Cybill Shepherd,Shea Whigham,English,USA
Central Station ,Drama,1998,8,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,Portuguese,Brazil
Pocketful of Miracles ,Comedy|Drama,1961,7.3,Ann-Margret,Glenn Ford,Thomas Mitchell,English,USA
Close Range ,Action|Crime,2015,4.9,Anthony L. Fernandez,Nick Chinlund,Scott Evans,English,USA
Boynton Beach Club ,Comedy|Romance,2005,6.5,Dyan Cannon,Michael Nouri,Brenda Vaccaro,English,USA
Amnesiac ,Drama|Horror|Mystery|Thriller,2014,4.3,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,English,USA
Freakonomics ,Documentary,2010,6.4,Greg Crowe,James Ransone,Tempestt Bledsoe,English,USA
The Omen ,Fantasy|Horror|Mystery,1976,7.6,Lee Remick,Patrick Troughton,Billie Whitelaw,English,UK
High Tension ,Horror,2003,6.8,Cécile De France,Maïwenn,Oana Pellea,French,France
Griff the Invisible ,Comedy|Drama|Romance|Sci-Fi,2010,6.1,Maeve Dermody,Patrick Brammall,Kelly Paterniti,English,Australia
Unnatural ,Action|Horror|Thriller,2015,4,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,English,USA
Hustle & Flow ,Crime|Drama|Music,2005,7.4,Isaac Hayes,Paula Jai Parker,Elise Neal,English,USA
Some Like It Hot ,Comedy|Music|Romance,1959,8.3,Nehemiah Persoff,Joe E. Brown,George Raft,English,USA
Friday the 13th Part VII: The New Blood ,Horror,1988,5.3,Kane Hodder,Terry Kiser,William Butler,English,USA
The Wizard of Oz ,Adventure|Family|Fantasy|Musical,1939,8.1,Margaret Hamilton,Terry,Billie Burke,English,USA
Young Frankenstein ,Comedy,1974,8,Madeline Kahn,Peter Boyle,Teri Garr,English,USA
Diary of the Dead ,Horror,2007,5.7,Megan Park,Shawn Roberts,Joe Dinicol,English,USA
Lage Raho Munna Bhai ,Comedy|Drama|Romance,2006,8.2,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Hindi,India
Ulee's Gold ,Drama,1997,7.1,Peter Fonda,Patricia Richardson,Vanessa Zima,English,USA
The Black Stallion ,Adventure|Family|Sport,1979,7.4,Teri Garr,Kelly Reno,Hoyt Axton,English,USA
Sardaar Ji ,Romance,2015,6.6,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Panjabi,Canada
Journey to Saturn ,Action|Adventure|Animation|Comedy|Sci-Fi,2008,5.7,Iben Hjejle,Frank Hvam,Casper Christensen,Danish,Denmark
Donovan's Reef ,Adventure|Comedy|Romance,1963,6.9,Lee Marvin,Cesar Romero,Jack Warden,English,USA
The Dress ,Comedy|Drama,1996,7,Rijk de Gooyer,Ariane Schluter,Henri Garcin,Dutch,Netherlands
A Guy Named Joe ,Drama|Fantasy|Romance|War,1943,7,Spencer Tracy,Esther Williams,Irene Dunne,English,USA
Blazing Saddles ,Comedy|Western,1974,7.8,Madeline Kahn,David Huddleston,Harvey Korman,English,USA
Friday the 13th: The Final Chapter ,Horror|Thriller,1984,5.9,Judie Aronson,Tom Everett,Kimberly Beck,English,USA
Ida ,Drama,2013,7.4,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Polish,Poland
Maurice ,Drama|Romance,1987,7.8,Rupert Graves,Denholm Elliott,Simon Callow,English,UK
Beer League ,Comedy|Sport,2006,6,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,English,USA
The Astronaut's Wife ,Drama|Sci-Fi|Thriller,1999,5.3,Johnny Depp,Charlize Theron,Clea DuVall,English,USA
Riding Giants ,Documentary|History|Sport,2004,7.9,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,English,USA
